('80a00cb9-db78-45ee-b738-45d227c22165_cologne_000005_000019', {'poly_id': 'cologne_000005_000019_22', 'color_shift': 73, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('54e971d1-e8c5-40e2-ac90-4848f2a865fa_munster_000082_000019', {'bg_id': 'munster_000082_000019_1', 'add_id': 'dusseldorf_000003_000019_54', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e4e3bc39-675c-48e1-90af-adb9e467c68a_bochum_000000_038022', {'bg_id': 'bochum_000000_038022_2', 'add_id': 'stuttgart_000192_000019_130', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d1bd1713-d699-4336-a3f2-cfa54555e410_bochum_000000_024196', {'bg_id': 'bochum_000000_024196_1', 'add_id': 'jena_000068_000019_59', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('0ceb4af0-0012-41db-b3a4-c7a6b293fe05_frankfurt_000001_079206', {'bg_id': 'frankfurt_000001_079206_0', 'add_id': 'stuttgart_000042_000019_67', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e617d347-10ff-43cf-ba2f-0ab13008d7cc_frankfurt_000001_068208', {'bg_id': 'frankfurt_000001_068208_3', 'add_id': 'dusseldorf_000073_000019_56', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('01956392-93c6-4bbf-9079-9d7487b6424f_hamburg_000000_073672', {'bg_id': 'hamburg_000000_073672_4', 'add_id': 'strasbourg_000000_002183_99', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('5f9b1c28-3974-4aad-bd38-654c25f79a54_krefeld_000000_024362', {'bg_id': 'krefeld_000000_024362_1', 'add_id': 'zurich_000009_000019_58', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('49dcb036-c4e1-4f9f-aaf9-44b589ef5c69_stuttgart_000005_000019', {'bg_id': 'stuttgart_000005_000019_1', 'add_id': 'bremen_000312_000019_48', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('cf2eb329-1b08-407d-9d90-03f2269f9fb7_monchengladbach_000000_014685', {'bg_id': 'monchengladbach_000000_014685_2', 'add_id': 'munster_000162_000019_60', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('06a06ba3-4a06-4981-8e89-18e0e08c04c2_ulm_000018_000019', {'bg_id': 'ulm_000018_000019_2', 'add_id': 'dusseldorf_000158_000019_72', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('48c7bd6d-a20b-451e-9994-700ba7474b17_krefeld_000000_027075', {'bg_id': 'krefeld_000000_027075_1', 'add_id': 'tubingen_000120_000019_79', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('96688f13-201f-440e-9f2a-0862378b1c13_hamburg_000000_069417', {'bg_id': 'hamburg_000000_069417_0', 'add_id': 'stuttgart_000064_000019_57', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('7a6f4741-db83-401d-88ac-fec2f66b0296_hamburg_000000_041667', {'bg_id': 'hamburg_000000_041667_0', 'add_id': 'munster_000080_000019_65', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('1c007501-bf34-4c59-ac14-f6f37b8d8d09_strasbourg_000000_035008', {'bg_id': 'strasbourg_000000_035008_2', 'add_id': 'hamburg_000000_022524_24', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6224e7ba-08b1-4bbd-a373-791a6c8e2fb2_hamburg_000000_068916', {'bg_id': 'hamburg_000000_068916_9', 'add_id': 'aachen_000122_000019_58', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('54b3e810-2167-4f1b-983f-353d7b502ded_erfurt_000038_000019', {'bg_id': 'erfurt_000038_000019_1', 'add_id': 'aachen_000084_000019_134', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6ae50b2d-9dbc-401e-8614-a80e73c586f2_strasbourg_000001_048121', {'bg_id': 'strasbourg_000001_048121_0', 'add_id': 'dusseldorf_000082_000019_58', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6ebf2848-d426-4fe9-96a7-ba3d53b3eea7_strasbourg_000000_014931', {'bg_id': 'strasbourg_000000_014931_1', 'add_id': 'ulm_000073_000019_63', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('01c85e6d-0f59-4bd9-bb40-367c4ab02334_strasbourg_000001_039703', {'bg_id': 'strasbourg_000001_039703_1', 'add_id': 'erfurt_000043_000019_34', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('45f1b55f-7e2d-4705-9f85-695240011594_weimar_000112_000019', {'bg_id': 'weimar_000112_000019_0', 'add_id': 'monchengladbach_000000_020303_35', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('948f5208-d74b-4d12-9cda-a1232b01b6ba_munster_000161_000019', {'bg_id': 'munster_000161_000019_2', 'add_id': 'weimar_000004_000019_58', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('8f16a6e2-d6fd-4e74-9370-a198de781740_hamburg_000000_037741', {'bg_id': 'hamburg_000000_037741_0', 'add_id': 'frankfurt_000001_042733_68', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('fc9d1646-e646-405a-bc24-c74124f69652_stuttgart_000088_000019', {'bg_id': 'stuttgart_000088_000019_4', 'add_id': 'munster_000012_000019_44', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('646cc260-a950-48f7-8439-1fc8179057be_erfurt_000028_000019', {'bg_id': 'erfurt_000028_000019_31', 'add_id': 'hanover_000000_022645_55', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('5fcfecf3-afc7-4b7a-bc96-4402880b6e1f_bremen_000171_000019', {'bg_id': 'bremen_000171_000019_0', 'add_id': 'stuttgart_000172_000019_67', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('184d5f4c-eabc-4a7d-8d9c-78a567af1ffb_frankfurt_000001_005184', {'bg_id': 'frankfurt_000001_005184_0', 'add_id': 'monchengladbach_000000_035364_21', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('86c3262b-56d3-4906-89ca-96a45a20ea12_hamburg_000000_069289', {'bg_id': 'hamburg_000000_069289_1', 'add_id': 'hanover_000000_042255_33', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('3c88029f-196a-4003-b8a1-3a128842f5f7_hanover_000000_034560', {'bg_id': 'hanover_000000_034560_3', 'add_id': 'bremen_000265_000019_68', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6474f72e-a696-4bc0-ac1b-8ee5c06e5f6f_bochum_000000_020673', {'bg_id': 'bochum_000000_020673_0', 'add_id': 'bremen_000121_000019_39', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('483deead-7180-48da-a016-9c468c34881e_strasbourg_000001_044219', {'bg_id': 'strasbourg_000001_044219_0', 'add_id': 'stuttgart_000117_000019_35', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('19c77b66-6c06-4a9d-a709-0d37ba9246de_jena_000033_000019', {'bg_id': 'jena_000033_000019_2', 'add_id': 'munster_000122_000019_50', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('da5eceb2-4c9b-48ec-bf99-8d2b9da39915_bremen_000114_000019', {'bg_id': 'bremen_000114_000019_1', 'add_id': 'aachen_000012_000019_90', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('85ee5be5-47f6-464b-bcf7-c0d9efdcdeba_hamburg_000000_104857', {'bg_id': 'hamburg_000000_104857_2', 'add_id': 'hamburg_000000_105724_113', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('20386eff-9391-4f52-be7a-f8db93e34a0a_bremen_000227_000019', {'bg_id': 'bremen_000227_000019_1', 'add_id': 'cologne_000110_000019_56', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('bf4115d2-2d60-4101-a124-4601fa95915a_zurich_000048_000019', {'bg_id': 'zurich_000048_000019_1', 'add_id': 'monchengladbach_000000_009930_39', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('27ac84f6-af65-45a2-8ab5-6e7cb07bd38f_bremen_000134_000019', {'bg_id': 'bremen_000134_000019_3', 'add_id': 'hanover_000000_014537_53', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('1211f2fd-e740-444a-a75a-43442f90d09d_hamburg_000000_064269', {'bg_id': 'hamburg_000000_064269_0', 'add_id': 'monchengladbach_000000_019901_24', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('3416d0c9-a950-4841-92d2-0b1abbcb539e_frankfurt_000001_005703', {'bg_id': 'frankfurt_000001_005703_0', 'add_id': 'aachen_000029_000019_59', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('fb7f1c26-e7e1-4ce9-9dc6-303032bc8dbf_hanover_000000_055937', {'bg_id': 'hanover_000000_055937_2', 'add_id': 'stuttgart_000059_000019_58', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('43c08fe7-93aa-4b5d-a565-257570dfed19_strasbourg_000001_037645', {'bg_id': 'strasbourg_000001_037645_0', 'add_id': 'bremen_000083_000019_91', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('bebe0976-bee6-40a1-86ed-24b2855e571b_weimar_000116_000019', {'bg_id': 'weimar_000116_000019_0', 'add_id': 'hamburg_000000_088197_35', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('bf187ff7-1983-4e91-929c-057f4b7fd2a8_erfurt_000022_000019', {'bg_id': 'erfurt_000022_000019_2', 'add_id': 'dusseldorf_000024_000019_70', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('30fad05f-13cd-48a0-88de-64e8aa91e60b_weimar_000113_000019', {'bg_id': 'weimar_000113_000019_0', 'add_id': 'hanover_000000_044622_42', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('10f86d84-6cb6-4678-9f65-1d06fc50e92d_frankfurt_000001_080830', {'bg_id': 'frankfurt_000001_080830_0', 'add_id': 'cologne_000111_000019_64', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('f97deca6-e61d-4c31-a126-49888da266aa_jena_000090_000019', {'bg_id': 'jena_000090_000019_1', 'add_id': 'munster_000117_000019_53', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('537c211f-5b57-4acb-bdcb-7a0236cda1bc_hamburg_000000_103075', {'bg_id': 'hamburg_000000_103075_5', 'add_id': 'weimar_000038_000019_52', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('19460526-ab32-499f-9b6a-81b1aa359332_strasbourg_000000_016247', {'bg_id': 'strasbourg_000000_016247_1', 'add_id': 'cologne_000111_000019_62', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('be46040c-5cef-4333-a821-c9779a4da2e5_ulm_000008_000019', {'bg_id': 'ulm_000008_000019_3', 'add_id': 'dusseldorf_000008_000019_74', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d5802f74-01d9-4aa7-ae7e-1c7b8ad6a011_stuttgart_000150_000019', {'bg_id': 'stuttgart_000150_000019_8', 'add_id': 'aachen_000160_000019_22', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('406a949a-45f7-4429-9596-de8ce3337694_jena_000097_000019', {'bg_id': 'jena_000097_000019_1', 'add_id': 'bremen_000254_000019_69', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('83005ce8-531d-4f8d-8bb6-7609b35065ef_bremen_000297_000019', {'bg_id': 'bremen_000297_000019_0', 'add_id': 'strasbourg_000000_013574_53', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('14163379-69ca-4d5b-9221-3163eb7f356b_aachen_000153_000019', {'bg_id': 'aachen_000153_000019_51', 'add_id': 'stuttgart_000128_000019_29', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('70ec65fb-0d01-471c-9068-4ba0436014b2_cologne_000099_000019', {'bg_id': 'cologne_000099_000019_15', 'add_id': 'krefeld_000000_013766_32', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('4a71647a-a65b-4f96-aad8-c193f62a2c32_dusseldorf_000032_000019', {'bg_id': 'dusseldorf_000032_000019_1', 'add_id': 'hamburg_000000_062371_77', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('4e94576b-0589-4a66-b50e-84dd2a39eb87_hanover_000000_009004', {'bg_id': 'hanover_000000_009004_2', 'add_id': 'stuttgart_000118_000019_29', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('9adb0a69-5a19-489d-a39d-c0332deef826_weimar_000117_000019', {'bg_id': 'weimar_000117_000019_1', 'add_id': 'bremen_000273_000019_44', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('fa9637a3-f52b-4e73-8ffa-eeb13421e487_erfurt_000050_000019', {'bg_id': 'erfurt_000050_000019_1', 'add_id': 'strasbourg_000001_047336_106', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e7e3b664-473a-4d66-9fea-000fc9d23719_hanover_000000_034347', {'bg_id': 'hanover_000000_034347_2', 'add_id': 'krefeld_000000_036299_72', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('54f35e67-ead7-4ce8-ae9b-964bf00bf48e_stuttgart_000026_000019', {'bg_id': 'stuttgart_000026_000019_1', 'add_id': 'zurich_000021_000019_59', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('626d52ef-0ecd-4685-a409-87e6bdc4803c_hamburg_000000_091900', {'bg_id': 'hamburg_000000_091900_0', 'add_id': 'frankfurt_000001_018113_58', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('a8bd0984-36a7-42e6-9fa8-a33e56fbe238_jena_000020_000019', {'bg_id': 'jena_000020_000019_1', 'add_id': 'dusseldorf_000219_000019_39', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('bc4da7a6-8dbc-4386-bd7b-e966f30ec125_erfurt_000082_000019', {'bg_id': 'erfurt_000082_000019_2', 'add_id': 'munster_000055_000019_81', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('5b010925-d155-4fae-9348-aadafe581238_bremen_000144_000019', {'bg_id': 'bremen_000144_000019_1', 'add_id': 'stuttgart_000013_000019_64', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('52c11dcf-09ed-45bb-8900-7d0cc992d7c8_bremen_000310_000019', {'bg_id': 'bremen_000310_000019_1', 'add_id': 'hamburg_000000_046078_148', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('9fab4813-c0d2-4bd1-b5c6-bba53f9e806f_strasbourg_000001_061685', {'bg_id': 'strasbourg_000001_061685_9', 'add_id': 'darmstadt_000041_000019_65', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('3e6f607b-53fe-4985-a6b7-7caa4848c0a9_strasbourg_000000_027156', {'bg_id': 'strasbourg_000000_027156_7', 'add_id': 'cologne_000097_000019_29', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('0f4fd0f1-abf6-4d14-95f9-762cd4bb38af_frankfurt_000000_019607', {'bg_id': 'frankfurt_000000_019607_1', 'add_id': 'hamburg_000000_069096_152', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('b617e9e7-e29c-4860-839a-27dc24e5462e_darmstadt_000000_000019', {'bg_id': 'darmstadt_000000_000019_2', 'add_id': 'bremen_000236_000019_34', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2a02382b-a3d4-4e1d-8b31-a7962745e736_dusseldorf_000075_000019', {'bg_id': 'dusseldorf_000075_000019_1', 'add_id': 'stuttgart_000064_000019_57', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('d4fdf071-2fcd-4f60-8c94-f208ad0df9d1_stuttgart_000086_000019', {'bg_id': 'stuttgart_000086_000019_16', 'add_id': 'munster_000132_000019_86', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('ee37e130-e964-472d-8fdf-a77578052821_hamburg_000000_055894', {'bg_id': 'hamburg_000000_055894_1', 'add_id': 'jena_000011_000019_26', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('7ec2f694-1cfc-4af4-9869-86bc4ac9df76_krefeld_000000_025812', {'bg_id': 'krefeld_000000_025812_1', 'add_id': 'bremen_000214_000019_43', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('24a03c57-e546-4037-800c-203ce807fcb4_monchengladbach_000000_023052', {'bg_id': 'monchengladbach_000000_023052_3', 'add_id': 'strasbourg_000000_017450_55', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('4b129d48-aee9-433a-bc25-f0e821b1df09_bremen_000209_000019', {'bg_id': 'bremen_000209_000019_4', 'add_id': 'dusseldorf_000059_000019_77', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('b0cacaad-a6eb-4e6e-afba-498a66c29424_monchengladbach_000000_033683', {'bg_id': 'monchengladbach_000000_033683_1', 'add_id': 'hamburg_000000_069177_79', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('bda52532-87b1-4b80-b5a7-fda6d9e1973c_bochum_000000_005537', {'bg_id': 'bochum_000000_005537_0', 'add_id': 'ulm_000072_000019_32', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('e02d741b-fcff-4f9c-a02f-8d442ed0d91e_hanover_000000_055937', {'bg_id': 'hanover_000000_055937_2', 'add_id': 'bochum_000000_003245_37', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('0d65da6e-a495-43df-92ab-94d0bc96b8a5_dusseldorf_000184_000019', {'bg_id': 'dusseldorf_000184_000019_0', 'add_id': 'aachen_000011_000019_40', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('068d0698-75cb-4fc6-bf41-62faebdc4c05_munster_000007_000019', {'bg_id': 'munster_000007_000019_1', 'add_id': 'hanover_000000_041232_52', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('6c935f00-bb4c-4b91-a985-680d1be25195_dusseldorf_000161_000019', {'bg_id': 'dusseldorf_000161_000019_0', 'add_id': 'hanover_000000_055800_50', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('b27712dc-e2ee-46f7-93c5-546ba414086e_hamburg_000000_047057', {'bg_id': 'hamburg_000000_047057_0', 'add_id': 'stuttgart_000122_000019_34', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('aba3027a-df06-4164-a528-b1be251d1a43_monchengladbach_000000_026908', {'bg_id': 'monchengladbach_000000_026908_2', 'add_id': 'lindau_000005_000019_68', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c532fba2-001d-4e97-ab18-5603e9fb65ff_jena_000026_000019', {'bg_id': 'jena_000026_000019_7', 'add_id': 'lindau_000041_000019_20', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('c1996bf1-a007-453b-94cc-46dc967c9034_strasbourg_000001_065572', {'bg_id': 'strasbourg_000001_065572_0', 'add_id': 'cologne_000088_000019_37', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('7fa91b09-1437-4f7a-a1ca-86bd94b0f5a6_jena_000029_000019', {'bg_id': 'jena_000029_000019_1', 'add_id': 'bremen_000172_000019_66', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('bd2a696b-2857-48ff-bf62-575383778b68_bochum_000000_021070', {'bg_id': 'bochum_000000_021070_1', 'add_id': 'weimar_000130_000019_43', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('072d2214-4c11-4c51-8d9f-3ee56cf005b0_hamburg_000000_034049', {'bg_id': 'hamburg_000000_034049_1', 'add_id': 'darmstadt_000044_000019_107', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('67d2b806-2cb0-4ff6-992c-3c78411639dc_bremen_000029_000019', {'bg_id': 'bremen_000029_000019_1', 'add_id': 'strasbourg_000000_032346_46', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('0eb26822-d419-491b-991e-b98443398a5f_strasbourg_000001_003159', {'bg_id': 'strasbourg_000001_003159_0', 'add_id': 'stuttgart_000158_000019_57', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('aa9724ee-5053-4f1b-8d15-a360bed0366e_bochum_000000_021606', {'bg_id': 'bochum_000000_021606_1', 'add_id': 'jena_000053_000019_28', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('ec2852ea-7a8b-47cd-a0e9-d41271b17fb7_weimar_000111_000019', {'bg_id': 'weimar_000111_000019_1', 'add_id': 'munster_000049_000019_84', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('98617079-b28e-4482-b5aa-dbd04ff24ea6_cologne_000090_000019', {'bg_id': 'cologne_000090_000019_2', 'add_id': 'bochum_000000_020776_59', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('855f77f6-9455-45ca-8748-ae116a0f30a6_frankfurt_000000_017476', {'bg_id': 'frankfurt_000000_017476_1', 'add_id': 'aachen_000055_000019_19', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('8ed98246-4471-4d66-9933-bc179ed6f075_jena_000069_000019', {'bg_id': 'jena_000069_000019_2', 'add_id': 'munster_000058_000019_42', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('fca1704a-828d-4724-9522-90b94afa71a5_ulm_000029_000019', {'bg_id': 'ulm_000029_000019_5', 'add_id': 'stuttgart_000058_000019_73', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('a3adcbca-03ab-4845-bbd6-416e3a98272b_aachen_000003_000019', {'bg_id': 'aachen_000003_000019_2', 'add_id': 'cologne_000061_000019_100', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('67e09d9d-07e8-490d-a706-877d691c664e_bremen_000212_000019', {'bg_id': 'bremen_000212_000019_1', 'add_id': 'weimar_000119_000019_16', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('2b5861ac-67ca-4f43-aa7b-ba3219b91828_frankfurt_000001_048654', {'bg_id': 'frankfurt_000001_048654_2', 'add_id': 'munster_000132_000019_57', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
('99455d9f-fdc9-46a8-b4ab-2541f127da7d_aachen_000139_000019', {'bg_id': 'aachen_000139_000019_0', 'add_id': 'darmstadt_000078_000019_42', 'semantic_label': 'car', 'mutation_type': MutationType.ADD_OBJECT}),
