('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/df5c5a56-c741-4eb2-965c-48277df6c4df_bochum_000000_003005_edit.png', array([-0.3134752, -1.3126813], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/83b7b881-864d-4a21-b8e9-0ea1f0027a89_hamburg_000000_004985_edit.png', array([-0.62504077, -0.7662332 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/49160a4f-ef8d-46a2-b335-f3a98a80bc9a_dusseldorf_000043_000019_edit.png', array([-0.61889446, -0.7733588 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/27bec9e5-6bfb-4b37-bfc9-96bee86dae10_erfurt_000063_000019_edit.png', array([-0.6651947 , -0.72190344], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/31278017-be11-48f1-a881-398154260921_stuttgart_000112_000019_edit.png', array([-0.34762275, -1.2254188 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d89129fa-7cf1-4507-81ce-627f59a79813_aachen_000043_000019_edit.png', array([-0.31752944, -1.3017519 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ba4650f5-5ca8-47de-bba8-fc7e2ab9aed7_cologne_000118_000019_edit.png', array([-0.42194647, -1.0664426 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/31ed6516-0bef-4692-91ee-fe5dce135d5d_krefeld_000000_026919_edit.png', array([-0.47956032, -0.96510166], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/1cdd863a-3677-4849-8e3c-72ea6443b6b4_stuttgart_000081_000019_edit.png', array([-0.34275115, -1.237236  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/cc4965e8-aa88-47d0-bffc-0642d3608963_bremen_000312_000019_edit.png', array([-0.6845888, -0.7017795], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/501def8a-c66b-45ac-8af0-1b893ff49390_aachen_000129_000019_edit.png', array([-0.55487114, -0.8536594 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a44b517d-090a-4890-884c-23891de7c82d_stuttgart_000150_000019_edit.png', array([-0.49714762, -0.93716514], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bdf963fe-3b0a-42a8-8718-2470d3c87e12_hanover_000000_045188_edit.png', array([-0.49121815, -0.9464421 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/4aba863a-cf05-48c7-8781-a5e069c8622b_weimar_000020_000019_edit.png', array([-0.3185295, -1.2990808], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/624531c3-70a6-41a2-8b77-563fe3992843_bremen_000284_000019_edit.png', array([-0.452734 , -1.0102917], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/93933df2-af80-4617-84f1-20692e145676_stuttgart_000120_000019_edit.png', array([-0.3438396, -1.2345787], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/35064508-a2f7-4b9b-af7f-01346a76af39_aachen_000086_000019_edit.png', array([-0.4731266 , -0.97564566], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d18cff45-6128-49db-84aa-31bf75b71732_erfurt_000084_000019_edit.png', array([-0.34781253, -1.2249624 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3de0bcc3-06b0-498e-b73c-68efda89e7c7_dusseldorf_000059_000019_edit.png', array([-0.4599805, -0.997761 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/be2a3295-4648-4ced-bf11-4badb1e00cb7_jena_000064_000019_edit.png', array([-0.32577753, -1.2800112 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8556fe40-4261-4b72-8901-a2bca0308e5a_dusseldorf_000169_000019_edit.png', array([-0.57253283, -0.8303306 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/7d5b6c2b-71b3-4a58-a973-6dc5f4300b14_dusseldorf_000028_000019_edit.png', array([-0.4402395, -1.032494 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/943e9587-cd78-4998-abd8-ecce3d685b50_bremen_000227_000019_edit.png', array([-0.32478625, -1.2825898 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3e24cf09-c936-46dc-82f0-4b3934f60af0_bremen_000309_000019_edit.png', array([-0.40736985, -1.0948136 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3359ed26-cd64-4285-b1b7-17ed9e0149bf_aachen_000058_000019_edit.png', array([-0.43642515, -1.0394274 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/229e1d45-4c3d-48c7-b730-b90ea740a8e6_monchengladbach_000000_005138_edit.png', array([-0.5778579 , -0.82348126], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/2b309a17-22e6-43df-975e-5d5d330cfb33_darmstadt_000000_000019_edit.png', array([-0.3312806, -1.2658614], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/1b7dabfd-8585-45f0-b084-244c26592138_bochum_000000_001519_edit.png', array([-0.45574325, -1.0050579 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/02a67364-a0ea-4bd9-91aa-e6fa68e8333e_monchengladbach_000000_024964_edit.png', array([-0.3186866, -1.2986618], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/c05a4e58-8cbf-4b2e-9a2a-319752ce2fe7_krefeld_000000_029050_edit.png', array([-0.42442852, -1.0617313 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/19c23f23-e8cc-4928-8400-9c464c909365_weimar_000020_000019_edit.png', array([-0.32383037, -1.285085  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/cc1a986d-9cb6-49c0-bac2-6b634c16ec86_strasbourg_000001_057129_edit.png', array([-0.37715214, -1.1577628 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9473693c-4d45-402a-ad29-5b5eab9bea9c_dusseldorf_000161_000019_edit.png', array([-0.32017463, -1.2947081 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/62f939c5-4831-49af-86e9-f7fa4b4c2c23_erfurt_000084_000019_edit.png', array([-0.313313 , -1.3131219], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/2d57a08f-3f1f-4556-bd15-0f04971e370d_ulm_000002_000019_edit.png', array([-0.4730001, -0.9758549], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/dcfbf033-0ad1-443c-96e7-c05f0831b2a4_cologne_000059_000019_edit.png', array([-0.5928258, -0.804667 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/0985ded9-68da-4fc8-aaa2-1eff8b7037a2_zurich_000089_000019_edit.png', array([-0.45493555, -1.0064584 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/2fa6094f-1650-48e4-8376-90f98633f9f5_jena_000109_000019_edit.png', array([-0.4198308, -1.0704858], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/72f0d24a-b91a-4fee-8b64-9c66e2d0f2ee_erfurt_000091_000019_edit.png', array([-0.64435077, -0.74444735], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/84e82d0e-580f-48b9-b319-2259cd9f9bac_strasbourg_000000_018874_edit.png', array([-0.31326175, -1.3132616 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/85a75b1d-735d-417d-9c70-8ab862589321_aachen_000163_000019_edit.png', array([-0.6679227, -0.7190245], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9b78472e-a4bd-4d7d-92c3-33194c17ebc7_stuttgart_000126_000019_edit.png', array([-0.3141324, -1.3108989], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/901f9e35-4f58-42de-8fdf-68f32d6c3e09_ulm_000088_000019_edit.png', array([-0.41866928, -1.0727158 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/24413f27-2836-4c92-9a49-d4c5996368ff_dusseldorf_000167_000019_edit.png', array([-0.59384453, -0.8034091 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/fa289d92-ac16-4811-a3df-a5bf74c980cc_hamburg_000000_067223_edit.png', array([-0.5156224 , -0.90913844], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/a3e1a8c2-20e9-442a-8651-0e64a667ab2c_hanover_000000_045657_edit.png', array([-0.31326616, -1.3132496 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/becbaaa5-b9bf-4352-986a-5c49a6f0e457_darmstadt_000075_000019_edit.png', array([-0.31356734, -1.3124316 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/b63c171c-86de-4cbb-85e0-1d5c72e68d06_bremen_000190_000019_edit.png', array([-0.46059084, -0.99671686], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/2b43a1f0-9da0-40ef-94a2-bad8ba10e323_dusseldorf_000182_000019_edit.png', array([-0.56169516, -0.844532  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/rotated_car/4fb2c955-80ca-4ec0-a8f3-80785e6a3568_stuttgart_000023_000019_edit.png', array([-0.4284051, -1.0542531], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9f242765-9276-4486-ac24-04054ee30bf3_ulm_000066_000019_edit.png', array([-0.31430686, -1.3104259 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6db525c7-cce7-4380-872b-383f2b9aab2d_erfurt_000079_000019_edit.png', array([-0.6914216, -0.6948757], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/03c02b22-444b-435d-831a-3aa377d23118_bremen_000143_000019_edit.png', array([-0.63622886, -0.753502  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ac284c86-24f6-44ec-9922-98bfcb5a3587_strasbourg_000001_053976_edit.png', array([-0.5490203 , -0.86160225], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/fd2ea3df-6131-4ba9-8b4c-67904735b137_tubingen_000088_000019_edit.png', array([-0.61506665, -0.7778446 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/dc61f75b-ac03-43e0-897d-5d74e549ac4c_aachen_000163_000019_edit.png', array([-0.6659184, -0.7211381], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9641c386-a031-41c2-8a3d-8f977a06f825_tubingen_000033_000019_edit.png', array([-0.31327343, -1.3132298 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/68917620-a89c-4b7b-8e72-87ceacc7aa88_weimar_000102_000019_edit.png', array([-0.3222425, -1.2892494], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0e642b07-895d-45ee-bb12-db457265cbe4_strasbourg_000000_018874_edit.png', array([-0.39328545, -1.123426  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9e2c9e6f-9ce1-409c-b307-56c70bc4bfc1_hanover_000000_000381_edit.png', array([-0.36704642, -1.1801827 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ead3e657-9998-4ba8-a057-94a46f068c7b_weimar_000131_000019_edit.png', array([-0.31336057, -1.3129925 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f59984ff-5c84-4527-8d82-407d0299c3cd_dusseldorf_000165_000019_edit.png', array([-0.32187456, -1.2902174 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/22e35561-2f76-4baf-b933-d479537747c3_hanover_000000_019456_edit.png', array([-0.5231483, -0.8980868], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b222fa26-9cff-4145-9835-67d429c08106_bochum_000000_005537_edit.png', array([-0.4323064, -1.0469986], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/753a0fa6-9671-497b-b557-c463dfeb61aa_erfurt_000100_000019_edit.png', array([-0.58752286, -0.8112602 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/d500e4a4-e652-46c0-9b11-98a85217c1c7_dusseldorf_000028_000019_edit.png', array([-0.36491632, -1.185003  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6b33d333-145e-49ab-bf43-fde1cab75375_strasbourg_000000_018874_edit.png', array([-0.3543741, -1.2093619], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/0a213e00-bc58-4564-9d6b-a2dc22903cc9_erfurt_000036_000019_edit.png', array([-0.31364667, -1.312216  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/baf50bae-e2da-4865-bee0-bbe712da22c5_aachen_000112_000019_edit.png', array([-0.6131057, -0.7801572], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0f0d22c3-1811-4498-b70b-ac05a1b22ca9_stuttgart_000160_000019_edit.png', array([-0.5001923, -0.9324559], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/615451ce-5aeb-417c-a6a2-4ccde13ded6c_strasbourg_000001_057129_edit.png', array([-0.36397183, -1.1871512 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/288bacee-a5a0-4adb-8bfa-d12012e9c39b_hanover_000000_019456_edit.png', array([-0.6841736, -0.7022021], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9d1a7b5f-3250-4f47-995b-f4e452e430c4_strasbourg_000001_032315_edit.png', array([-0.42157328, -1.0671539 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/123846ee-7c47-41ed-aa9d-c6d032796914_strasbourg_000001_057129_edit.png', array([-0.36511236, -1.1845578 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/aa444181-1ffd-4d66-94b8-1313e6890ef9_cologne_000059_000019_edit.png', array([-0.31687027, -1.3035179 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/17afbb04-c23f-4937-a82e-13f326b0bb2f_hamburg_000000_093787_edit.png', array([-0.4502616, -1.0146241], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/2f31137d-e118-4bd0-822e-f179a7584ec1_erfurt_000026_000019_edit.png', array([-0.31409806, -1.3109916 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/2f227d13-9dbd-43d5-b785-b861da8b78bb_strasbourg_000001_022363_edit.png', array([-0.6340201, -0.7559914], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bc3ef7ea-bb6c-4e20-ba95-d5de5422a097_erfurt_000019_000019_edit.png', array([-0.5604935, -0.8461288], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5b0304b7-b247-4e20-bb3c-96ef31d88342_bremen_000193_000019_edit.png', array([-0.5665916, -0.8380718], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/802f0303-e482-485c-9e2c-8866ace326c4_dusseldorf_000167_000019_edit.png', array([-0.49000132, -0.94836366], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/1bfa783d-64f7-4387-a45a-cda24c2272a4_stuttgart_000122_000019_edit.png', array([-0.33213067, -1.2637    ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/92436fe5-f7f7-45e8-b194-7b663be8b205_aachen_000043_000019_edit.png', array([-0.6302021, -0.7603221], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/08431292-6fc4-4208-bf80-d8f5473a5eac_stuttgart_000081_000019_edit.png', array([-0.52828336, -0.8906626 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/e8d5068c-ec42-468d-adec-86d7fc18ca64_tubingen_000090_000019_edit.png', array([-0.37796134, -1.155999  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/e1a5c3df-a7d0-4e64-a75f-0e2ef5a62c7c_hanover_000000_019672_edit.png', array([-0.32670397, -1.2776093 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/add_car_check_perspective_rotated/3a5de932-fbf6-4734-8ca5-e39b0c111777_cologne_000001_000019_edit.png', array([-0.38278258, -1.1455818 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f3ba3b7d-44e6-4d01-af5c-c6a189b5a594_hanover_000000_000712_edit.png', array([-0.374915 , -1.1626633], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/1bebdef8-70fb-4ba2-a4f4-35ab2784e813_stuttgart_000160_000019_edit.png', array([-0.5005909 , -0.93184173], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/c21369e2-b56b-42d7-98aa-e72060ac9366_stuttgart_000142_000019_edit.png', array([-0.4523692, -1.0109291], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/658a9eec-83b2-4c53-a999-e85e1f78e956_strasbourg_000001_053976_edit.png', array([-0.4748929, -0.972733 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/84247954-1716-49b6-8870-8e9141c94f56_dusseldorf_000059_000019_edit.png', array([-0.6916644 , -0.69463205], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/10e9aaf2-6eab-474d-9ec7-90f7f08de71f_strasbourg_000000_026998_edit.png', array([-0.6262763 , -0.76481235], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/30b31fb2-1d31-42ac-8297-6877d8efb6a9_dusseldorf_000189_000019_edit.png', array([-0.67846006, -0.7080532 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/83c0091f-595e-4d5c-8952-7ce16c7c45b3_aachen_000112_000019_edit.png', array([-0.4909808 , -0.94681656], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/e06aee48-b291-4d2b-a0b2-ac01559e9821_erfurt_000019_000019_edit.png', array([-0.34157783, -1.2401123 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f46007b5-7688-40a9-929a-82f38c56d08e_erfurt_000053_000019_edit.png', array([-0.3148898, -1.3088495], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/77be70dd-fdb6-4c9a-ad75-30c9aade8052_krefeld_000000_000108_edit.png', array([-0.4399534, -1.0330111], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/18267cd1-7d5b-43ae-a414-6e4cf7778a4c_cologne_000111_000019_edit.png', array([-0.33132237, -1.2657547 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/5e30088e-798d-484e-8255-f0e2e333bf06_weimar_000102_000019_edit.png', array([-0.32025754, -1.2944885 ], dtype=float32))
